id,org_name,branch,level_1_code,level_1_value,level_2_code,level_2_value,level_3_code,level_3_value,parent_org_id,parent_org_name,top_org_id,top_org_name,province_code,city_code,district_code,create_time,enabled,address
C1010333000270,中国农业银行股份有限公司慈溪周巷支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000032,中国农业银行股份有限公司慈溪分行,A1000133000660,中国人民银行慈溪市支行,330000,330200,330282,2010/1/1,正常,慈溪市周巷镇大通中路24号
C1010333000292,中国农业银行股份有限公司慈溪兴业分理处,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000032,中国农业银行股份有限公司慈溪分行,A1000133000660,中国人民银行慈溪市支行,330000,330200,330282,2010/1/1,正常,慈溪市周巷镇企业路453-469号
C1010333000305,中国农业银行股份有限公司慈溪长河支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000032,中国农业银行股份有限公司慈溪分行,A1000133000660,中国人民银行慈溪市支行,330000,330200,330282,2010/1/1,正常,慈溪市长河镇南大路10号
C1010333000316,中国农业银行股份有限公司慈溪天元支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000032,中国农业银行股份有限公司慈溪分行,A1000133000660,中国人民银行慈溪市支行,330000,330200,330282,2010/1/1,正常,慈溪市周巷镇天潭村
C1010333000327,中国农业银行股份有限公司宁波庵东支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000350,中国农业银行股份有限公司宁波杭州湾新区支行,A1000133000660,中国人民银行慈溪市支行,330000,330200,330282,2010/1/1,正常,慈溪市庵东镇邮电路468号
C1010333000338,中国农业银行股份有限公司慈溪孙塘路分理处,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000032,中国农业银行股份有限公司慈溪分行,A1000133000660,中国人民银行慈溪市支行,330000,330200,330282,2010/1/1,正常,慈溪市古塘街道孙塘北路1628-1638号
C1010333000349,中国农业银行股份有限公司慈溪白沙路支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000032,中国农业银行股份有限公司慈溪分行,A1000133000660,中国人民银行慈溪市支行,330000,330200,330282,2010/1/1,正常,慈溪市白沙路街道三北大街955号
C1010333000350,中国农业银行股份有限公司宁波杭州湾新区支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000010,中国农业银行股份有限公司宁波市分行,A1000133000660,中国人民银行慈溪市支行,330000,330200,330282,2010/1/1,正常,宁波市杭州湾新区滨海二路895号
C1010333000361,中国农业银行股份有限公司慈溪青少年宫路支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000032,中国农业银行股份有限公司慈溪分行,A1000133000660,中国人民银行慈溪市支行,330000,330200,330282,2010/1/1,正常,慈溪市古塘街道青少年宫北路2号
C1010333000372,中国农业银行股份有限公司慈溪虞波支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000032,中国农业银行股份有限公司慈溪分行,A1000133000660,中国人民银行慈溪市支行,330000,330200,330282,2010/1/1,正常,慈溪市白沙路街道新城大道南路244-252号
C1010333000394,中国农业银行股份有限公司慈溪掌起支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000032,中国农业银行股份有限公司慈溪分行,A1000133000660,中国人民银行慈溪市支行,330000,330200,330282,2010/1/1,正常,慈溪市掌起镇掌起大街78号
C1010333000407,中国农业银行股份有限公司慈溪浒山支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000032,中国农业银行股份有限公司慈溪分行,A1000133000660,中国人民银行慈溪市支行,330000,330200,330282,2010/1/1,正常,慈溪市慈甬路186-194号
C1010333000430,中国农业银行股份有限公司慈溪胜山支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000032,中国农业银行股份有限公司慈溪分行,A1000133000660,中国人民银行慈溪市支行,330000,330200,330282,2010/1/1,正常,慈溪市胜山镇胜山大道678号
C1010333000441,中国农业银行股份有限公司慈溪桥头支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000032,中国农业银行股份有限公司慈溪分行,A1000133000660,中国人民银行慈溪市支行,330000,330200,330282,2010/1/1,正常,慈溪市桥头镇中欣铭苑二期商铺B15-18号
C1010333000452,中国农业银行股份有限公司慈溪师桥储蓄所,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000032,中国农业银行股份有限公司慈溪分行,A1000133000660,中国人民银行慈溪市支行,330000,330200,330282,2010/1/1,正常,慈溪市观海卫镇三北东路729号
C1010333000463,中国农业银行股份有限公司宁波榭南支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000112,中国农业银行股份有限公司宁波大榭支行,A1000133016279,中国人民银行北仑支行,330000,330200,330206,2010/1/1,正常,宁波大榭开发区榭南邻里中心1号楼101-104室
C1010333000474,中国农业银行股份有限公司余姚环城支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000043,中国农业银行股份有限公司余姚市支行,A1000133000658,中国人民银行余姚市支行,330000,330200,330281,2010/1/1,正常,余姚市南雷路1号
C1010333000485,中国农业银行股份有限公司余姚马渚支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000043,中国农业银行股份有限公司余姚市支行,A1000133000658,中国人民银行余姚市支行,330000,330200,330281,2010/1/1,正常,余姚市马渚镇小马路9号
C1010333000496,中国农业银行股份有限公司余姚低塘支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000043,中国农业银行股份有限公司余姚市支行,A1000133000658,中国人民银行余姚市支行,330000,330200,330281,2010/1/1,正常,余姚市低塘街道新堰西路2-4号
C1010333000500,中国农业银行股份有限公司余姚朗霞支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000043,中国农业银行股份有限公司余姚市支行,A1000133000658,中国人民银行余姚市支行,330000,330200,330281,2010/1/1,正常,余姚市朗霞街道裘服市场1号楼
C1010333000511,中国农业银行股份有限公司余姚历山支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000043,中国农业银行股份有限公司余姚市支行,A1000133000658,中国人民银行余姚市支行,330000,330200,330281,2010/1/1,正常,余姚市低塘街道历山光明路34号
C1010333000522,中国农业银行股份有限公司余姚泗门支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000043,中国农业银行股份有限公司余姚市支行,A1000133000658,中国人民银行余姚市支行,330000,330200,330281,2010/1/1,正常,余姚市泗门镇新建路11号
C1010333000533,中国农业银行股份有限公司余姚梁弄支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000043,中国农业银行股份有限公司余姚市支行,A1000133000658,中国人民银行余姚市支行,330000,330200,330281,2010/1/1,正常,余姚市梁弄镇镇中路108号
C1010333000544,中国农业银行股份有限公司余姚临山支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000043,中国农业银行股份有限公司余姚市支行,A1000133000658,中国人民银行余姚市支行,330000,330200,330281,2010/1/1,正常,余姚市临山镇十字南路57号
C1010333000555,中国农业银行股份有限公司余姚陆埠支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000043,中国农业银行股份有限公司余姚市支行,A1000133000658,中国人民银行余姚市支行,330000,330200,330281,2010/1/1,正常,余姚市陆埠镇育才东路13-25号
C1010333000566,中国农业银行股份有限公司余姚丈亭支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000043,中国农业银行股份有限公司余姚市支行,A1000133000658,中国人民银行余姚市支行,330000,330200,330281,2010/1/1,正常,余姚市丈亭镇新民北路201、203号
C1010333000577,中国农业银行股份有限公司余姚城北支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000043,中国农业银行股份有限公司余姚市支行,A1000133000658,中国人民银行余姚市支行,330000,330200,330281,2010/1/1,正常,余姚市新建北路420号
C1010333000588,中国农业银行股份有限公司余姚城区支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000043,中国农业银行股份有限公司余姚市支行,A1000133000658,中国人民银行余姚市支行,330000,330200,330281,2010/1/1,正常,余姚市凤山街道新建北路110A号
C1010333000599,中国农业银行股份有限公司余姚玉立支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000043,中国农业银行股份有限公司余姚市支行,A1000133000658,中国人民银行余姚市支行,330000,330200,330281,2010/1/1,正常,余姚市玉立路61号
C1010333000602,中国农业银行股份有限公司余姚兰江支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000043,中国农业银行股份有限公司余姚市支行,A1000133000658,中国人民银行余姚市支行,330000,330200,330281,2010/1/1,正常,余姚市四明西路545-549号
C1010333000613,中国农业银行股份有限公司余姚城东支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000043,中国农业银行股份有限公司余姚市支行,A1000133000658,中国人民银行余姚市支行,330000,330200,330281,2010/1/1,正常,余姚市阳明东路245-247号
C1010333000657,中国农业银行股份有限公司余姚梨洲支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000043,中国农业银行股份有限公司余姚市支行,A1000133000658,中国人民银行余姚市支行,330000,330200,330281,2010/1/1,正常,余姚市梨洲街道谭家岭东路753-763号
C1010333000668,中国农业银行股份有限公司余姚凤山支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000043,中国农业银行股份有限公司余姚市支行,A1000133000658,中国人民银行余姚市支行,330000,330200,330281,2010/1/1,正常,余姚市城东新区文山路603号
C1010333000679,中国农业银行股份有限公司奉化城东支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000054,中国农业银行股份有限公司宁波奉化支行,A1000133000672,中国人民银行奉化市支行,330000,330200,330283,2010/1/1,正常,宁波市奉化区岳林街道桥东岸路78号
C1010333000691,中国农业银行股份有限公司奉化岳林支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000054,中国农业银行股份有限公司宁波奉化支行,A1000133000672,中国人民银行奉化市支行,330000,330200,330283,2010/1/1,正常,宁波市奉化区中山东路13幢15-18号
C1010333000704,中国农业银行股份有限公司奉化锦城储蓄所,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000054,中国农业银行股份有限公司宁波奉化支行,A1000133000672,中国人民银行奉化市支行,330000,330200,330283,2010/1/1,正常,奉化市锦屏街道城基路37-1号
C1010333000715,中国农业银行股份有限公司奉化西坞支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000054,中国农业银行股份有限公司宁波奉化支行,A1000133000672,中国人民银行奉化市支行,330000,330200,330283,2010/1/1,正常,宁波市奉化区西坞街道西坞镇南路15号
C1010333000726,中国农业银行股份有限公司奉化莼湖支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000054,中国农业银行股份有限公司宁波奉化支行,A1000133000672,中国人民银行奉化市支行,330000,330200,330283,2010/1/1,正常,宁波市奉化区莼湖镇直街148号
C1010333000737,中国农业银行股份有限公司奉化裘村支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000054,中国农业银行股份有限公司宁波奉化支行,A1000133000672,中国人民银行奉化市支行,330000,330200,330283,2010/1/1,正常,奉化市裘村镇银河路68号
C1010333000748,中国农业银行股份有限公司奉化尚田支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000054,中国农业银行股份有限公司宁波奉化支行,A1000133000672,中国人民银行奉化市支行,330000,330200,330283,2010/1/1,正常,宁波市奉化区尚田镇镇西路16号
C1010333000759,中国农业银行股份有限公司奉化江口支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000054,中国农业银行股份有限公司宁波奉化支行,A1000133000672,中国人民银行奉化市支行,330000,330200,330283,2010/1/1,正常,宁波市奉化区江口街道灵峰路34号
C1010333000760,中国农业银行股份有限公司奉化滕头支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000054,中国农业银行股份有限公司宁波奉化支行,A1000133000672,中国人民银行奉化市支行,330000,330200,330283,2010/1/1,正常,宁波市奉化区滕头村西河路555号
C1010333000771,中国农业银行股份有限公司奉化溪口支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000054,中国农业银行股份有限公司宁波奉化支行,A1000133000672,中国人民银行奉化市支行,330000,330200,330283,2010/1/1,正常,宁波市奉化区溪口镇中兴东路189号
C1010333000782,中国农业银行股份有限公司奉化萧王庙储蓄所,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000054,中国农业银行股份有限公司宁波奉化支行,A1000133000672,中国人民银行奉化市支行,330000,330200,330283,2010/1/1,正常,宁波市奉化区萧王庙街道岭东东路46号
C1010333000793,中国农业银行股份有限公司象山金曙支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000065,中国农业银行股份有限公司象山县支行,A1000133000633,中国人民银行象山县支行,330000,330200,330225,2010/1/1,正常,象山县丹东街道丹河东路927-931号（单号）
C1010333000806,中国农业银行股份有限公司象山新丰支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000065,中国农业银行股份有限公司象山县支行,A1000133000633,中国人民银行象山县支行,330000,330200,330225,2010/1/1,正常,象山县丹西街道丹南路269号
C1010333000817,中国农业银行股份有限公司象山靖南支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000065,中国农业银行股份有限公司象山县支行,A1000133000633,中国人民银行象山县支行,330000,330200,330225,2010/1/1,正常,象山县靖南路433号
C1010333000828,中国农业银行股份有限公司象山爵溪支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000065,中国农业银行股份有限公司象山县支行,A1000133000633,中国人民银行象山县支行,330000,330200,330225,2010/1/1,正常,象山县爵溪街道腾蛟东路1号
C1010333000839,中国农业银行股份有限公司象山西周支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000065,中国农业银行股份有限公司象山县支行,A1000133000633,中国人民银行象山县支行,330000,330200,330225,2010/1/1,正常,象山县西周镇昌明路36号
C1010333000840,中国农业银行股份有限公司象山石浦支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000065,中国农业银行股份有限公司象山县支行,A1000133000633,中国人民银行象山县支行,330000,330200,330225,2010/1/1,正常,象山县石浦镇南屏路193号
C1010333000862,中国农业银行股份有限公司象山南田支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000065,中国农业银行股份有限公司象山县支行,A1000133000633,中国人民银行象山县支行,330000,330200,330225,2010/1/1,正常,象山县鹤浦镇鹤西西路50号
C1010333000873,中国农业银行股份有限公司象山东升支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000065,中国农业银行股份有限公司象山县支行,A1000133000633,中国人民银行象山县支行,330000,330200,330225,2010/1/1,正常,象山县丹东街道丹峰路667-677号
C1010333000884,中国农业银行股份有限公司宁海桃源支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000076,中国农业银行股份有限公司宁海县支行,A1000133000645,中国人民银行宁海县支行,330000,330200,330226,2010/1/1,正常,宁海县桃源街道时代大道110号
C1010333000895,中国农业银行股份有限公司宁海西店支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000076,中国农业银行股份有限公司宁海县支行,A1000133000645,中国人民银行宁海县支行,330000,330200,330226,2010/1/1,正常,宁海县西店镇铁江东路5号
C1010333000908,中国农业银行股份有限公司宁海桥头胡支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000076,中国农业银行股份有限公司宁海县支行,A1000133000645,中国人民银行宁海县支行,330000,330200,330226,2010/1/1,正常,宁海县桥头胡街道桥井中路
C1010333000919,中国农业银行股份有限公司宁海力洋支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000076,中国农业银行股份有限公司宁海县支行,A1000133000645,中国人民银行宁海县支行,330000,330200,330226,2010/1/1,正常,宁海县力洋镇力洋中街76号
C1010333000920,中国农业银行股份有限公司宁海长街支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000076,中国农业银行股份有限公司宁海县支行,A1000133000645,中国人民银行宁海县支行,330000,330200,330226,2010/1/1,正常,宁海县长街镇环河新街32号、34号
C1010333000931,中国农业银行股份有限公司宁海深甽支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000076,中国农业银行股份有限公司宁海县支行,A1000133000645,中国人民银行宁海县支行,330000,330200,330226,2010/1/1,正常,宁海县深甽镇天明西路3号
C1010333000942,中国农业银行股份有限公司宁海城区支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000076,中国农业银行股份有限公司宁海县支行,A1000133000645,中国人民银行宁海县支行,330000,330200,330226,2010/1/1,正常,宁海县跃龙街道兴宁中路45-2号
C1010333000953,中国农业银行股份有限公司宁海梅林支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000076,中国农业银行股份有限公司宁海县支行,A1000133000645,中国人民银行宁海县支行,330000,330200,330226,2010/1/1,正常,宁海县梅林街道梅林南路1号
C1010333000964,中国农业银行股份有限公司宁海跃龙支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000076,中国农业银行股份有限公司宁海县支行,A1000133000645,中国人民银行宁海县支行,330000,330200,330226,2010/1/1,正常,宁海县跃龙街道东大街3号、7号、9号
C1010333000975,中国农业银行股份有限公司宁海城北支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000076,中国农业银行股份有限公司宁海县支行,A1000133000645,中国人民银行宁海县支行,330000,330200,330226,2010/1/1,正常,宁海县跃龙街道北斗北路159号
C1010333000986,中国农业银行股份有限公司宁波鄞州新区支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000087,中国农业银行股份有限公司宁波鄞州分行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330212,2010/1/1,正常,宁波市鄞州区嵩江中路628－630号
C1010333001011,中国农业银行股份有限公司宁波甬港支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000087,中国农业银行股份有限公司宁波鄞州分行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330212,2010/1/1,正常,宁波市鄞州区天童南路590、592号
C1010333001033,中国农业银行股份有限公司宁波钟公庙支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000087,中国农业银行股份有限公司宁波鄞州分行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330212,2010/1/1,正常,宁波市鄞州区四明中路972号
C1010333001044,中国农业银行股份有限公司宁波周宿渡分理处,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000087,中国农业银行股份有限公司宁波鄞州分行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330212,2010/1/1,正常,宁波市鄞州区钟公庙街道长丰路7、9、11、13、15、17号
C1010333001055,中国农业银行股份有限公司宁波东湖支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000087,中国农业银行股份有限公司宁波鄞州分行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330212,2010/1/1,正常,宁波市鄞州区嵩江东路668号
C1010333001066,中国农业银行股份有限公司宁波大嵩支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000087,中国农业银行股份有限公司宁波鄞州分行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330212,2010/1/1,正常,宁波市鄞州区咸祥镇镇中路97号
C1010333001077,中国农业银行股份有限公司宁波塘溪分理处,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000087,中国农业银行股份有限公司宁波鄞州分行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330212,2010/1/1,正常,宁波市鄞州区塘溪镇塘盛路
C1010333001088,中国农业银行股份有限公司宁波横溪支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000087,中国农业银行股份有限公司宁波鄞州分行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330212,2010/1/1,正常,宁波市鄞州区横溪镇人民路新商业中心（丰乐苑新村二期）
C1010333001099,中国农业银行股份有限公司宁波钱湖支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333001965,中国农业银行股份有限公司宁波高新区支行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330212,2010/1/1,正常,宁波东钱湖旅游度假区百步路10号
C1010333001102,中国农业银行股份有限公司宁波邱隘支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000087,中国农业银行股份有限公司宁波鄞州分行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330212,2010/1/1,正常,宁波市鄞州区邱隘镇盛莫路458号
C1010333001113,中国农业银行股份有限公司宁波五乡支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000087,中国农业银行股份有限公司宁波鄞州分行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330212,2010/1/1,正常,宁波市鄞州区五乡镇蟠龙村
C1010333001124,中国农业银行股份有限公司宁波姜山支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000087,中国农业银行股份有限公司宁波鄞州分行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330212,2010/1/1,正常,宁波市鄞州区姜山镇人民中路441号
C1010333001135,中国农业银行股份有限公司宁波明州支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000010,中国农业银行股份有限公司宁波市分行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330203,2010/1/1,正常,宁波市鄞州区集士港镇广盛路879-889号（单号）、春华路1667号
C1010333001146,中国农业银行股份有限公司宁波西门支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333001135,中国农业银行股份有限公司宁波明州支行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330203,2010/1/1,正常,宁波市海曙区徐家漕路139-149号
C1010333001157,中国农业银行股份有限公司宁波古林支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333001135,中国农业银行股份有限公司宁波明州支行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330203,2010/1/1,正常,宁波市海曙区古林镇中心路65号
C1010333001168,中国农业银行股份有限公司宁波横街支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333001135,中国农业银行股份有限公司宁波明州支行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330203,2010/1/1,正常,宁波市海曙区横街镇横街西路29号
C1010333001179,中国农业银行股份有限公司宁波鄞江支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333001135,中国农业银行股份有限公司宁波明州支行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330203,2010/1/1,正常,宁波市海曙区鄞江镇四明东路17号
C1010333001180,中国农业银行股份有限公司宁波樟水分理处,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333001135,中国农业银行股份有限公司宁波明州支行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330203,2010/1/1,正常,宁波市鄞州区樟水镇振兴中路38号
C1010333001191,中国农业银行股份有限公司宁波百丈支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000021,中国农业银行股份有限公司宁波市分行营业部,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330211,2010/1/1,正常,浙江省宁波市鄞州区甬港北路71号
C1010333001204,中国农业银行股份有限公司宁波联丰支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333001135,中国农业银行股份有限公司宁波明州支行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330203,2010/1/1,正常,宁波市海曙区联丰中路222号
C1010333001226,中国农业银行股份有限公司宁波瞻岐支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000087,中国农业银行股份有限公司宁波鄞州分行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330212,2010/1/1,正常,宁波市鄞州区瞻岐镇镇中路301号
C1010333001248,中国农业银行股份有限公司宁波云龙支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000087,中国农业银行股份有限公司宁波鄞州分行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330212,2010/1/1,正常,宁波市鄞州区云龙镇启发商业广场1095-1099号
C1010333001259,中国农业银行股份有限公司宁波集士港分理处,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333001135,中国农业银行股份有限公司宁波明州支行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330203,2010/1/1,正常,宁波市海曙区集士港镇集士东路1号
C1010333001260,中国农业银行股份有限公司宁波高桥支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333001135,中国农业银行股份有限公司宁波明州支行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330203,2010/1/1,正常,宁波市海曙区高桥镇高桥路655、671号
C1010333001271,中国农业银行股份有限公司宁波礼嘉桥支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333001135,中国农业银行股份有限公司宁波明州支行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330203,2010/1/1,正常,宁波市海曙区古林镇礼嘉桥村牌楼侧对面
C1010333001282,中国农业银行股份有限公司宁波洞桥支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333001135,中国农业银行股份有限公司宁波明州支行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330203,2010/1/1,正常,宁波市海曙区洞桥镇文卫路1、3、5、7、9、11、13、15号
C1010333001293,中国农业银行股份有限公司宁波石碶支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333001135,中国农业银行股份有限公司宁波明州支行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330203,2010/1/1,正常,宁波市石碶街道雅戈尔大道243号
C1010333001306,中国农业银行股份有限公司宁波白云支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000123,中国农业银行股份有限公司宁波海曙支行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330203,2010/1/1,正常,宁波市海曙国丰街1号
C1010333001317,中国农业银行股份有限公司宁波雅戈尔分理处,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333001135,中国农业银行股份有限公司宁波明州支行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330203,2010/1/1,正常,鄞州区石碶北路34号
C1010333001328,中国农业银行股份有限公司宁波潘火支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000087,中国农业银行股份有限公司宁波鄞州分行,A1000133000227,中国人民银行宁波市中心支行,330000,330200,330212,2010/1/1,正常,宁波市鄞州区下应街道下应北路500号
C1010333001340,中国农业银行股份有限公司宁波镇海开发区支行,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000098,中国农业银行股份有限公司宁波镇海支行,A1000133016279,中国人民银行北仑支行,330000,330200,330211,2010/1/1,正常,宁波市镇海区蛟川街道东生路12-32号(双号)
C1010333001351,中国农业银行股份有限公司宁波俞范分理处,分支机构,C,银行业存款类金融机构,1,银行,103,中国农业银行,C1010333000098,中国农业银行股份有限公司宁波镇海支行,A1000133016279,中国人民银行北仑支行,330000,330200,330211,2010/1/1,正常,宁波市镇海区蛟川街道城北石化市场西路3-5号
